99,51
99,115
99,115
99,115
99,115
99,115
99,115
99,115
99,115
99,115
99,115
100,114
101,113
103,113
104,112
106,111
107,111
109,110
110,109
112,109
112,109
112,109
113,109
113,109
114,109
114,109
115,109
115,109
116,109
116,109
116,109
117,109
118,109
118,109
119,109
120,109
120,109
121,109
122,109
122,109
122,109
123,109
124,109
124,109
125,109
126,109
126,109
127,109
128,109
128,109
128,109
129,109
130,109
130,109
131,110
132,110
132,110
133,110
134,111
134,111
134,111
135,111
136,111
136,111
137,111
138,111
138,111
139,111
140,112
140,112
140,112
141,112
142,113
142,113
143,114
144,114
144,115
145,115
146,116
146,116
146,116
147,117
148,118
148,119
149,119
150,120
150,121
151,122
152,123
152,123
152,123
153,123
154,123
154,123
155,124
156,124
156,124
157,124
158,125
158,125
158,125
159,125
159,126
160,126
160,126
161,127
161,127
162,127
163,128
163,128
163,128
163,128
164,129
164,129
164,130
165,130
165,131
165,131
166,132
165,133
164,134
164,135
163,136
162,137
162,138
161,139
160,140
160,142
160,142
160,142
160,142
160,142
160,143
160,143
160,143
160,143
160,144
160,144
159,144
159,145
159,145
159,146
159,146
159,147
159,147
159,148
159,149
159,149
158,149
158,149
158,150
158,150
158,151
158,151
158,152
158,152
158,153
158,153
157,153
157,154
157,154
157,155
157,155
157,156
157,156
157,157
157,158
157,158
156,158
156,158
156,159
155,159
155,160
155,160
154,161
154,161
154,162
154,162
153,162
152,163
152,163
151,164
151,164
150,165
150,165
149,166
149,167
149,167
148,167
147,167
146,168
145,168
145,169
144,169
143,170
142,170
142,171
142,171
141,171
141,172
140,172
140,173
139,173
139,174
138,174
138,175
138,176
138,176
137,176
137,176
137,177
136,177
136,178
136,178
135,179
135,179
135,180
135,180
134,180
133,180
133,181
132,181
132,181
131,182
131,182
130,182
130,183
129,182
128,181
127,181
126,180
125,180
124,179
123,179
122,178
122,178
121,178
121,178
121,178
121,178
120,178
120,178
120,178
120,178
120,178
120,178
119,178
119,178
119,178
118,178
118,178
118,178
117,178
117,178
117,178
117,178
116,178
116,178
115,178
115,178
114,178
114,178
113,178
113,178
113,178
113,178
112,178
112,178
111,178
111,178
110,178
110,178
109,178
109,178
109,178
109,178
108,177
108,177
107,177
107,177
106,177
106,177
105,177
105,177
105,177
105,177
104,176
104,176
103,176
103,176
102,176
102,176
101,176
101,176
101,176
101,176
100,175
100,175
99,175
99,175
98,175
98,175
97,175
97,175
97,175
97,175
96,174
96,174
95,174
95,174
94,173
94,173
93,173
93,173
93,173
93,173
92,172
92,172
92,172
91,172
91,172
91,172
90,172
90,172
90,172
90,172
89,171
89,171
89,171
88,171
88,170
88,170
87,170
87,170
87,170
-1,-1
110,57
162,57
