122,60
121,60
120,60
120,61
119,61
118,61
118,62
117,62
116,62
116,63
116,63
115,63
115,64
114,65
114,65
113,66
113,67
112,67
112,68
112,69
112,69
111,69
110,70
110,71
109,72
108,72
108,73
107,74
106,75
106,76
106,76
105,76
104,77
103,78
102,79
102,79
101,80
100,81
99,82
99,83
99,83
98,83
98,84
98,85
97,86
97,86
97,87
96,88
96,89
96,90
96,90
95,90
95,91
95,92
95,93
94,93
94,94
94,95
94,96
94,97
94,97
93,97
93,98
93,99
93,100
92,100
92,101
92,102
92,103
92,104
92,104
91,104
91,105
91,106
91,107
91,107
91,108
91,109
91,110
91,111
91,111
91,111
91,112
91,113
91,114
91,114
91,115
91,116
91,117
91,118
91,118
90,118
90,119
90,120
90,121
90,121
90,122
90,123
90,124
90,125
90,125
90,125
90,125
90,126
90,126
90,126
90,127
90,127
90,127
90,128
90,128
90,128
90,128
90,129
90,129
90,130
90,130
90,131
90,131
91,132
91,132
91,132
91,132
91,133
91,133
91,133
91,134
91,134
91,134
91,135
91,135
91,135
91,136
91,136
91,137
91,137
91,138
91,138
91,139
91,140
91,140
91,140
91,141
91,142
91,142
91,143
91,144
91,144
91,145
92,146
92,146
92,146
92,147
92,148
92,149
92,149
92,150
92,151
92,152
93,153
93,153
93,153
93,154
93,155
93,155
93,156
93,157
93,157
93,158
94,159
94,159
94,159
94,160
94,161
94,161
95,162
95,163
95,163
95,164
96,165
96,165
96,165
96,166
97,167
97,168
97,168
98,169
98,170
98,171
99,172
99,172
99,172
100,173
100,174
101,174
101,175
102,176
102,176
103,177
104,178
104,178
104,178
105,179
106,180
107,180
108,181
109,182
110,182
111,183
112,184
112,184
112,184
112,185
113,186
113,187
114,187
114,188
115,189
115,190
116,191
116,191
116,191
116,191
117,192
117,192
118,192
118,193
119,193
119,193
120,194
-1,-1
138,194
138,193
138,192
139,192
139,191
140,191
140,190
141,190
141,189
142,189
142,189
142,188
142,187
143,187
143,186
144,185
144,185
145,184
145,183
146,183
146,183
146,182
147,181
148,181
149,180
149,179
150,179
151,178
152,177
153,177
153,177
153,176
154,175
154,174
155,173
155,173
156,172
156,171
157,170
158,170
158,170
158,169
158,168
158,168
158,167
159,166
159,166
159,165
159,164
160,164
160,164
160,163
160,162
160,162
160,161
161,160
161,160
161,159
161,158
162,158
162,158
162,157
162,156
162,155
162,154
163,154
163,153
163,152
163,151
164,151
164,151
164,150
164,149
164,149
164,148
164,147
164,147
164,146
164,145
165,145
165,145
165,144
165,143
165,142
165,141
165,141
165,140
165,139
165,138
165,138
165,138
165,137
165,137
165,136
165,136
165,135
165,135
165,134
165,134
165,134
165,134
165,133
165,133
165,133
165,132
165,132
165,132
165,131
165,131
166,131
166,131
165,130
165,130
165,129
165,129
165,128
165,128
165,127
165,127
165,127
165,127
165,126
165,126
165,125
165,125
165,124
165,124
165,123
165,123
165,123
165,123
165,122
165,121
165,120
165,119
165,119
165,118
165,117
165,116
165,116
165,116
164,115
164,114
164,113
164,112
164,112
164,111
164,110
164,109
164,109
164,109
163,108
163,107
163,106
163,105
163,105
163,104
163,103
163,102
163,102
163,102
162,101
162,100
162,99
162,98
161,98
161,97
161,96
161,95
161,95
161,95
160,94
160,93
160,92
160,91
159,91
159,90
159,89
159,88
159,88
159,88
158,87
158,86
157,85
157,84
156,84
156,83
155,82
155,81
155,81
155,81
154,80
153,79
152,78
151,77
150,77
149,76
148,75
147,74
147,74
147,74
146,73
146,72
146,71
145,70
145,70
145,69
144,68
144,67
144,67
144,67
143,66
142,65
142,65
141,64
141,64
140,63
140,63
139,62
139,62
139,62
138,61
137,61
136,61
135,60
135,60
134,60
133,59
132,59
132,59
